QuestionID,Section,Topic,Difficulty,Grade,AvgScore,Blueprint,Technical,Quality,Distractor,Explanation,Realism,DifficultyScore,Repetition,Priority,Issues
P1E-C-015,C,"E-C.015 Residual income",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 5x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-016,C,"E-C.016 EVA definition",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 7x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-017,C,"E-C.017 ROI vs RI decision",Moderate,A,5,5,5,5,5,5,5,5,5,Low,""
P1E-C-018,C,"E-C.018 BSC perspectives",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-019,C,"E-C.019 Financial perspective BSC",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-020,C,"E-C.020 Customer perspective BSC",Difficult,A,4.8,5,5,5,4,5,4,5,5,Low,"Answer length variance high (ratio 12x) — may give clues; No time/year reference in stem"
P1E-C-021,C,"E-C.021 Learning and growth BSC",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-022,C,"E-C.022 Leading indicators",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-023,C,"E-C.023 Lagging indicators",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-024,C,"E-C.024 ASC 280 segment reporting",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-025,C,"E-C.025 Reportable segment threshold",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 4x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-026,C,"E-C.026 Throughput contribution",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-027,C,"E-C.027 Theory of constraints",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-028,C,"E-C.028 Prevention costs",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 4x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-029,C,"E-C.029 Appraisal costs",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-030,C,"E-C.030 Internal failure costs",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-031,C,"E-C.031 External failure costs",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-032,C,"E-C.032 Six Sigma target",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-033,C,"E-C.033 DMAIC",Moderate,B,4.4,5,5,2,5,5,3,5,5,Medium,"Stem too short (<20 chars); No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-034,C,"E-C.034 Strategy map BSC",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-035,C,"E-C.035 Currently attainable standards",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1E-C-036,C,"E-C.036 Ideal standards",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-037,C,"E-C.037 Sales volume variance",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-038,C,"E-C.038 Sales price variance",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-039,C,"E-C.039 Market share variance",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-040,C,"E-C.040 Market size variance",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-041,C,"E-C.041 Favorable efficiency",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-042,C,"E-C.042 Labor rate calculation",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-043,C,"E-C.043 Total variance",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-C-044,C,"E-C.044 Material quantity variance calc",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1E-C-045,C,"E-C.045 Nonfinancial BSC measures",Easy,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 5x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-001,D,"E-D.001 Job costing",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 3x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-002,D,"E-D.002 Process costing",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-003,D,"E-D.003 Equivalent units",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-004,D,"E-D.004 Weighted average process",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-005,D,"E-D.005 FIFO process costing",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-006,D,"E-D.006 Normal spoilage",Moderate,B,4.4,5,5,2,5,5,3,5,5,Medium,"Stem too short (<20 chars); No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-007,D,"E-D.007 Abnormal spoilage",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-008,D,"E-D.008 POHR formula",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-009,D,"E-D.009 Underapplied overhead",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-010,D,"E-D.010 Overapplied disposition",Moderate,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-011,D,"E-D.011 Plantwide rate",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-012,D,"E-D.012 Departmental rates",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1E-D-013,D,"E-D.013 ABC multiple drivers",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-014,D,"E-D.014 ABC consumption",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-015,D,"E-D.015 Unit-level ABC",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-016,D,"E-D.016 Batch-level ABC",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-017,D,"E-D.017 Facility-level ABC",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-018,D,"E-D.018 Value-added activities",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-019,D,"E-D.019 Non-value-added",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 3x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-020,D,"E-D.020 Life-cycle costing",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-021,D,"E-D.021 Target costing",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-022,D,"E-D.022 Kaizen costing",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-023,D,"E-D.023 Joint cost allocation",Moderate,A,4.5,5,5,4,4,5,3,5,5,Low,"Uses absolute language: ""all""; Answer length variance high (ratio 8x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-024,D,"E-D.024 Physical measure method",Moderate,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-025,D,"E-D.025 By-product accounting",Moderate,A,4.5,5,5,4,4,5,3,5,5,Low,"Uses absolute language: ""all""; Answer length variance high (ratio 4x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-026,D,"E-D.026 Relevant costs",Difficult,B,4.3,5,5,2,4,5,3,5,5,Medium,"Stem too short (<20 chars); Answer length variance high (ratio 4x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-027,D,"E-D.027 Sunk costs",Difficult,B,4.4,5,5,2,5,5,3,5,5,Medium,"Stem too short (<20 chars); No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-028,D,"E-D.028 Opportunity cost",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-029,D,"E-D.029 Make-or-buy analysis",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-030,D,"E-D.030 Special order decision",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-031,D,"E-D.031 Keep-or-drop",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 3x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-032,D,"E-D.032 Constraint optimization",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 4x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-033,D,"E-D.033 Sell or process further",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-034,D,"E-D.034 POHR calculation",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-035,D,"E-D.035 Applied overhead",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-D-036,D,"E-D.036 Activity-based management",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1E-D-037,D,"E-D.037 ABC accuracy",Difficult,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-001,E,"E-E.001 COSO five components",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-002,E,"E-E.002 Control environment",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-003,E,"E-E.003 Risk assessment COSO",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-004,E,"E-E.004 Control activities",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-005,E,"E-E.005 Segregation of duties",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-006,E,"E-E.006 Information and communication",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-007,E,"E-E.007 Monitoring COSO",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-008,E,"E-E.008 COSO ERM strategy",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-009,E,"E-E.009 Risk appetite",Difficult,B,4.3,5,5,2,4,5,3,5,5,Medium,"Stem too short (<20 chars); Answer length variance high (ratio 4x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-010,E,"E-E.010 Inherent risk",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-011,E,"E-E.011 Residual risk",Difficult,B,4.4,5,5,2,5,5,3,5,5,Medium,"Stem too short (<20 chars); No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-012,E,"E-E.012 Fraud triangle",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-013,E,"E-E.013 Preventive control",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-014,E,"E-E.014 Detective control",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-015,E,"E-E.015 Tone at the top",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem; Abstract/theoretical wording without business scenario"
P1E-E-016,E,"E-E.016 Internal audit independence",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-017,E,"E-E.017 Internal audit purpose",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 4x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-018,E,"E-E.018 Control deficiency",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-019,E,"E-E.019 Material weakness",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-020,E,"E-E.020 IT general controls",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-021,E,"E-E.021 Application controls",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-022,E,"E-E.022 Firewall control type",Difficult,B,4.4,5,5,2,5,5,3,5,5,Medium,"Stem too short (<20 chars); Uses absolute language: ""all""; No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-023,E,"E-E.023 SOX 404",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-024,E,"E-E.024 SOX 302",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1E-E-025,E,"E-E.025 Audit committee composition",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-026,E,"E-E.026 Management override",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1E-E-027,E,"E-E.027 Collusion",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-028,E,"E-E.028 COSO principle 1",Difficult,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 5x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-029,E,"E-E.029 COSO principle 13",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-E-030,E,"E-E.030 Control self-assessment",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-001,F,"E-F.001 Descriptive analytics",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-002,F,"E-F.002 Predictive analytics",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-003,F,"E-F.003 Prescriptive analytics",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-004,F,"E-F.004 Big data four Vs",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-005,F,"E-F.005 Big data volume",Moderate,A,4.5,5,5,5,5,3,3,5,5,Low,"ExplanationCorrect too short (28 chars); No business context in stem (may lack realism); No time/year reference in stem; Abstract/theoretical wording without business scenario"
P1E-F-006,F,"E-F.006 Big data velocity",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem; Abstract/theoretical wording without business scenario"
P1E-F-007,F,"E-F.007 Big data variety",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem; Abstract/theoretical wording without business scenario"
P1E-F-008,F,"E-F.008 Structured data",Easy,B,4.4,5,5,2,5,5,3,5,5,Medium,"Stem too short (<20 chars); No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-009,F,"E-F.009 Unstructured data",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-010,F,"E-F.010 Data warehouse",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-011,F,"E-F.011 ETL",Difficult,B,4.4,5,5,2,5,5,3,5,5,Medium,"Stem too short (<20 chars); No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-012,F,"E-F.012 ERP",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-013,F,"E-F.013 RPA",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-014,F,"E-F.014 Blockchain",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-015,F,"E-F.015 Cloud computing",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-016,F,"E-F.016 Cybersecurity management",Easy,A,4.8,5,5,5,4,5,4,5,5,Low,"Answer length variance high (ratio 3x) — may give clues; No time/year reference in stem"
P1E-F-017,F,"E-F.017 Phishing",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-018,F,"E-F.018 Multi-factor authentication",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-019,F,"E-F.019 Continuous auditing",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-020,F,"E-F.020 CAATs",Easy,B,4.4,5,5,2,5,5,3,5,5,Medium,"Stem too short (<20 chars); No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-021,F,"E-F.021 Data mining",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-022,F,"E-F.022 Data visualization",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-023,F,"E-F.023 NIST framework",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-024,F,"E-F.024 GDPR",Moderate,B,4.4,5,5,2,5,5,3,5,5,Medium,"Stem too short (<20 chars); No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-025,F,"E-F.025 Data governance",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-026,F,"E-F.026 IoT",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-027,F,"E-F.027 COBIT",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-028,F,"E-F.028 IT change management",Easy,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1E-F-029,F,"E-F.029 Disaster recovery",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-030,F,"E-F.030 Business continuity",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-031,F,"E-F.031 AI in accounting",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-032,F,"E-F.032 IoT accounting impact",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-033,F,"E-F.033 Big data auditing",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1E-F-034,F,"E-F.034 RPA accounting use",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-035,F,"E-F.035 Social media analytics",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-036,F,"E-F.036 Cloud risks",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 3x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1E-F-037,F,"E-F.037 Audit analytics planning",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-066,B,"E-B.066 Sales mix variance",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-067,B,"E-B.067 Operating budget detail",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-068,B,"E-B.068 FOH spending calc",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 10x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-069,B,"E-B.069 Continuous budget horizon",Moderate,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""always""; No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-070,B,"E-B.070 Correlation coefficient",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-071,B,"E-B.071 R-squared interpretation",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-072,B,"E-B.072 Variance analysis cycle",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-073,B,"E-B.073 Capital budget",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-074,B,"E-B.074 Production budget calc",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-075,B,"E-B.075 Jury of executive opinion",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-076,B,"E-B.076 Econometric models",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-077,B,"E-B.077 ABB vs traditional",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-078,B,"E-B.078 Budget cycle time",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-079,B,"E-B.079 Cost function fixed cost",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-080,B,"E-B.080 Mixed cost behavior",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-081,B,"E-B.081 Dependent variable regression",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-082,B,"E-B.082 Standard error estimate",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 5x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-083,B,"E-B.083 Market transfer price benefit",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-084,B,"E-B.084 Cost center evaluation",Easy,A,4.8,5,5,5,4,5,4,5,5,Low,"Answer length variance high (ratio 8x) — may give clues; No time/year reference in stem"
P1E-B-085,B,"E-B.085 Residual income benefit",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 3x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-086,B,"E-B.086 Operating leverage effect",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-087,B,"E-B.087 Rolling forecast",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-088,B,"E-B.088 Variable cost behavior",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-089,B,"E-B.089 Quantitative forecasting",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-090,B,"E-B.090 CM ratio calculation",Moderate,A,4.5,5,5,5,5,3,3,5,5,Low,"ExplanationCorrect too short (25 chars); No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-091,B,"E-B.091 Segment margin calc",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-092,B,"E-B.092 Decentralization transfer pricing",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1E-B-093,B,"E-B.093 Variable costing",Difficult,A,4.8,5,5,5,4,5,4,5,5,Low,"Answer length variance high (ratio 4x) — may give clues; No time/year reference in stem"
P1E-B-094,B,"E-B.094 Absorption costing",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1E-B-095,B,"E-B.095 Absorption vs variable difference",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-096,B,"E-B.096 Standard hours allowed calc",Difficult,B,4.4,5,5,4,5,3,3,5,5,Medium,"Uses absolute language: ""all""; ExplanationCorrect too short (21 chars); No business context in stem (may lack realism); No time/year reference in stem"
P1E-B-097,B,"E-B.097 Material usage variance cause",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
